marche,region,produit,mois,prix_fcfa_kg
Doba,Logone Oriental,Mil,2026-06-01,425.6
Doba,Logone Oriental,Mil,2026-07-01,382.4
Doba,Logone Oriental,Sorgho,2024-08-01,231.3
Doba,Logone Oriental,Sorgho,2024-09-01,231.6
Doba,Logone Oriental,Sorgho,2024-10-01,231.9
Doba,Logone Oriental,Sorgho,2024-11-01,265.9
Doba,Logone Oriental,Sorgho,2024-12-01,277.7
Doba,Logone Oriental,Sorgho,2025-01-01,277.0
Doba,Logone Oriental,Sorgho,2025-02-01,269.1
Doba,Logone Oriental,Sorgho,2025-03-01,295.1
Doba,Logone Oriental,Sorgho,2025-04-01,290.9
Doba,Logone Oriental,Sorgho,2025-05-01,394.4
Doba,Logone Oriental,Sorgho,2025-06-01,374.5
Doba,Logone Oriental,Sorgho,2025-07-01,345.8
Doba,Logone Oriental,Sorgho,2025-08-01,343.3
Doba,Logone Oriental,Sorgho,2025-09-01,367.0
Doba,Logone Oriental,Sorgho,2025-10-01,358.7
Doba,Logone Oriental,Sorgho,2025-11-01,349.9
Doba,Logone Oriental,Sorgho,2025-12-01,366.8
Doba,Logone Oriental,Sorgho,2026-01-01,395.2
Doba,Logone Oriental,Sorgho,2026-02-01,404.6
Doba,Logone Oriental,Sorgho,2026-03-01,436.8
Doba,Logone Oriental,Sorgho,2026-04-01,400.8
Doba,Logone Oriental,Sorgho,2026-05-01,414.6
Doba,Logone Oriental,Sorgho,2026-06-01,380.1
Doba,Logone Oriental,Sorgho,2026-07-01,372.2
Doba,Logone Oriental,Mais,2024-08-01,207.8
Doba,Logone Oriental,Mais,2024-09-01,239.9
Doba,Logone Oriental,Mais,2024-10-01,230.8
Doba,Logone Oriental,Mais,2024-11-01,232.1
Doba,Logone Oriental,Mais,2024-12-01,236.5
Doba,Logone Oriental,Mais,2025-01-01,262.2
Doba,Logone Oriental,Mais,2025-02-01,278.7
Doba,Logone Oriental,Mais,2025-03-01,272.2
Doba,Logone Oriental,Mais,2025-04-01,272.7
Doba,Logone Oriental,Mais,2025-05-01,375.1
Doba,Logone Oriental,Mais,2025-06-01,334.2
Doba,Logone Oriental,Mais,2025-07-01,321.9
Doba,Logone Oriental,Mais,2025-08-01,356.4
Doba,Logone Oriental,Mais,2025-09-01,331.0
Doba,Logone Oriental,Mais,2025-10-01,320.9
Doba,Logone Oriental,Mais,2025-11-01,348.3
Doba,Logone Oriental,Mais,2025-12-01,333.6
Doba,Logone Oriental,Mais,2026-01-01,380.3
Doba,Logone Oriental,Mais,2026-02-01,379.2
Doba,Logone Oriental,Mais,2026-03-01,437.8
Doba,Logone Oriental,Mais,2026-04-01,358.1
Doba,Logone Oriental,Mais,2026-05-01,388.6
Doba,Logone Oriental,Mais,2026-06-01,354.9
Doba,Logone Oriental,Mais,2026-07-01,334.3
Doba,Logone Oriental,Riz_importe,2024-08-01,417.9
Doba,Logone Oriental,Riz_importe,2024-09-01,391.2
Doba,Logone Oriental,Riz_importe,2024-10-01,412.5
Doba,Logone Oriental,Riz_importe,2024-11-01,441.6
Doba,Logone Oriental,Riz_importe,2024-12-01,440.9
Doba,Logone Oriental,Riz_importe,2025-01-01,473.5
Doba,Logone Oriental,Riz_importe,2025-02-01,444.1
Doba,Logone Oriental,Riz_importe,2025-03-01,501.9
Doba,Logone Oriental,Riz_importe,2025-04-01,505.9
Doba,Logone Oriental,Riz_importe,2025-05-01,634.2
Doba,Logone Oriental,Riz_importe,2025-06-01,609.9
Doba,Logone Oriental,Riz_importe,2025-07-01,609.2
Doba,Logone Oriental,Riz_importe,2025-08-01,565.5
Doba,Logone Oriental,Riz_importe,2025-09-01,590.4
Doba,Logone Oriental,Riz_importe,2025-10-01,554.0
Doba,Logone Oriental,Riz_importe,2025-11-01,606.5
Doba,Logone Oriental,Riz_importe,2025-12-01,574.9
Doba,Logone Oriental,Riz_importe,2026-01-01,631.1
Doba,Logone Oriental,Riz_importe,2026-02-01,650.8
Doba,Logone Oriental,Riz_importe,2026-03-01,647.9
Doba,Logone Oriental,Riz_importe,2026-04-01,692.9
Doba,Logone Oriental,Riz_importe,2026-05-01,625.7
Doba,Logone Oriental,Riz_importe,2026-06-01,595.6
Doba,Logone Oriental,Riz_importe,2026-07-01,556.7
Koumra,Mandoul,Mil,2024-08-01,276.8
Koumra,Mandoul,Mil,2024-09-01,297.6
Koumra,Mandoul,Mil,2024-10-01,286.2
Koumra,Mandoul,Mil,2024-11-01,286.3
Koumra,Mandoul,Mil,2024-12-01,281.0
Koumra,Mandoul,Mil,2025-01-01,317.7
Koumra,Mandoul,Mil,2025-02-01,350.3
Koumra,Mandoul,Mil,2025-03-01,342.1
Koumra,Mandoul,Mil,2025-04-01,344.9
Koumra,Mandoul,Mil,2025-05-01,419.5
Koumra,Mandoul,Mil,2025-06-01,401.8
Koumra,Mandoul,Mil,2025-07-01,370.5
Koumra,Mandoul,Mil,2025-08-01,364.6
Koumra,Mandoul,Mil,2025-09-01,389.5
Koumra,Mandoul,Mil,2025-10-01,403.3
Koumra,Mandoul,Mil,2025-11-01,409.8
Koumra,Mandoul,Mil,2025-12-01,389.5
Koumra,Mandoul,Mil,2026-01-01,457.8
Koumra,Mandoul,Mil,2026-02-01,427.5
Koumra,Mandoul,Mil,2026-03-01,480.8
Koumra,Mandoul,Mil,2026-04-01,457.3
Koumra,Mandoul,Mil,2026-05-01,434.7
Koumra,Mandoul,Mil,2026-06-01,418.5
Koumra,Mandoul,Mil,2026-07-01,344.8
Koumra,Mandoul,Sorgho,2024-08-01,250.4
Koumra,Mandoul,Sorgho,2024-09-01,242.9
Koumra,Mandoul,Sorgho,2024-10-01,269.2
Koumra,Mandoul,Sorgho,2024-11-01,256.5
Koumra,Mandoul,Sorgho,2024-12-01,256.0
Koumra,Mandoul,Sorgho,2025-01-01,266.2
Koumra,Mandoul,Sorgho,2025-02-01,281.1
Koumra,Mandoul,Sorgho,2025-03-01,281.4
Koumra,Mandoul,Sorgho,2025-04-01,300.1
Koumra,Mandoul,Sorgho,2025-05-01,408.5
Koumra,Mandoul,Sorgho,2025-06-01,365.4
Koumra,Mandoul,Sorgho,2025-07-01,337.8
Koumra,Mandoul,Sorgho,2025-08-01,330.6
Koumra,Mandoul,Sorgho,2025-09-01,324.4
Koumra,Mandoul,Sorgho,2025-10-01,334.5
Koumra,Mandoul,Sorgho,2025-11-01,349.3
Koumra,Mandoul,Sorgho,2025-12-01,390.6
Koumra,Mandoul,Sorgho,2026-01-01,389.6
Koumra,Mandoul,Sorgho,2026-02-01,406.6
Koumra,Mandoul,Sorgho,2026-03-01,379.2
Koumra,Mandoul,Sorgho,2026-04-01,430.9
Koumra,Mandoul,Sorgho,2026-05-01,373.8
Koumra,Mandoul,Sorgho,2026-06-01,383.1
Koumra,Mandoul,Sorgho,2026-07-01,370.7
Koumra,Mandoul,Mais,2024-08-01,222.8
Koumra,Mandoul,Mais,2024-09-01,242.3
Koumra,Mandoul,Mais,2024-10-01,229.4
Koumra,Mandoul,Mais,2024-11-01,250.1
Koumra,Mandoul,Mais,2024-12-01,223.4
Koumra,Mandoul,Mais,2025-01-01,261.1
Koumra,Mandoul,Mais,2025-02-01,271.5
Koumra,Mandoul,Mais,2025-03-01,260.2
Koumra,Mandoul,Mais,2025-04-01,260.3
Koumra,Mandoul,Mais,2025-05-01,389.2
Koumra,Mandoul,Mais,2025-06-01,321.8
Koumra,Mandoul,Mais,2025-07-01,292.1
Koumra,Mandoul,Mais,2025-08-01,330.8
Koumra,Mandoul,Mais,2025-09-01,296.3
Koumra,Mandoul,Mais,2025-10-01,312.8
Koumra,Mandoul,Mais,2025-11-01,334.6
Koumra,Mandoul,Mais,2025-12-01,357.1
Koumra,Mandoul,Mais,2026-01-01,360.4
Koumra,Mandoul,Mais,2026-02-01,378.5
Koumra,Mandoul,Mais,2026-03-01,379.2
Koumra,Mandoul,Mais,2026-04-01,320.5
Koumra,Mandoul,Mais,2026-05-01,355.6
Koumra,Mandoul,Mais,2026-06-01,344.7
Koumra,Mandoul,Mais,2026-07-01,334.4
Koumra,Mandoul,Riz_importe,2024-08-01,373.3
Koumra,Mandoul,Riz_importe,2024-09-01,434.7
Koumra,Mandoul,Riz_importe,2024-10-01,406.8
Koumra,Mandoul,Riz_importe,2024-11-01,404.6
Koumra,Mandoul,Riz_importe,2024-12-01,428.2
Koumra,Mandoul,Riz_importe,2025-01-01,458.7
Koumra,Mandoul,Riz_importe,2025-02-01,458.6
Koumra,Mandoul,Riz_importe,2025-03-01,482.7
Koumra,Mandoul,Riz_importe,2025-04-01,473.8
Koumra,Mandoul,Riz_importe,2025-05-01,606.7
Koumra,Mandoul,Riz_importe,2025-06-01,543.2
Koumra,Mandoul,Riz_importe,2025-07-01,597.1
Koumra,Mandoul,Riz_importe,2025-08-01,573.0
Koumra,Mandoul,Riz_importe,2025-09-01,490.6
Koumra,Mandoul,Riz_importe,2025-10-01,553.1
Koumra,Mandoul,Riz_importe,2025-11-01,557.7
Koumra,Mandoul,Riz_importe,2025-12-01,605.0
Koumra,Mandoul,Riz_importe,2026-01-01,609.8
Koumra,Mandoul,Riz_importe,2026-02-01,615.9
Koumra,Mandoul,Riz_importe,2026-03-01,622.5
Koumra,Mandoul,Riz_importe,2026-04-01,593.5
Koumra,Mandoul,Riz_importe,2026-05-01,646.3
Koumra,Mandoul,Riz_importe,2026-06-01,606.8
Koumra,Mandoul,Riz_importe,2026-07-01,613.5
Bongor,Mayo Kebbi Est,Mil,2024-08-01,269.2
Bongor,Mayo Kebbi Est,Mil,2024-09-01,273.4
Bongor,Mayo Kebbi Est,Mil,2024-10-01,291.7
Bongor,Mayo Kebbi Est,Mil,2024-11-01,280.0
Bongor,Mayo Kebbi Est,Mil,2024-12-01,279.5
Bongor,Mayo Kebbi Est,Mil,2025-01-01,318.0
Bongor,Mayo Kebbi Est,Mil,2025-02-01,312.9
Bongor,Mayo Kebbi Est,Mil,2025-03-01,305.2
Bongor,Mayo Kebbi Est,Mil,2025-04-01,306.7
Bongor,Mayo Kebbi Est,Mil,2025-05-01,413.6
Bongor,Mayo Kebbi Est,Mil,2025-06-01,396.0
Bongor,Mayo Kebbi Est,Mil,2025-07-01,401.8
Bongor,Mayo Kebbi Est,Mil,2025-08-01,359.2
Bongor,Mayo Kebbi Est,Mil,2025-09-01,345.2
Bongor,Mayo Kebbi Est,Mil,2025-10-01,389.9
Bongor,Mayo Kebbi Est,Mil,2025-11-01,357.9
Bongor,Mayo Kebbi Est,Mil,2025-12-01,387.1
Bongor,Mayo Kebbi Est,Mil,2026-01-01,411.0
Bongor,Mayo Kebbi Est,Mil,2026-02-01,431.0
Bongor,Mayo Kebbi Est,Mil,2026-03-01,423.6
Bongor,Mayo Kebbi Est,Mil,2026-04-01,436.3
Bongor,Mayo Kebbi Est,Mil,2026-05-01,451.3
Bongor,Mayo Kebbi Est,Mil,2026-06-01,397.6
Bongor,Mayo Kebbi Est,Mil,2026-07-01,383.5
Bongor,Mayo Kebbi Est,Sorgho,2024-08-01,238.7
Bongor,Mayo Kebbi Est,Sorgho,2024-09-01,231.7
Bongor,Mayo Kebbi Est,Sorgho,2024-10-01,247.9
Bongor,Mayo Kebbi Est,Sorgho,2024-11-01,241.3
Bongor,Mayo Kebbi Est,Sorgho,2024-12-01,281.0
Bongor,Mayo Kebbi Est,Sorgho,2025-01-01,270.7
Bongor,Mayo Kebbi Est,Sorgho,2025-02-01,276.9
Bongor,Mayo Kebbi Est,Sorgho,2025-03-01,322.6
Bongor,Mayo Kebbi Est,Sorgho,2025-04-01,300.7
Bongor,Mayo Kebbi Est,Sorgho,2025-05-01,374.7
Bongor,Mayo Kebbi Est,Sorgho,2025-06-01,370.5
Bongor,Mayo Kebbi Est,Sorgho,2025-07-01,380.2
Bongor,Mayo Kebbi Est,Sorgho,2025-08-01,315.1
Bongor,Mayo Kebbi Est,Sorgho,2025-09-01,324.2
Bongor,Mayo Kebbi Est,Sorgho,2025-10-01,333.8
Bongor,Mayo Kebbi Est,Sorgho,2025-11-01,362.3
Bongor,Mayo Kebbi Est,Sorgho,2025-12-01,359.0
Bongor,Mayo Kebbi Est,Sorgho,2026-01-01,381.0
Bongor,Mayo Kebbi Est,Sorgho,2026-02-01,366.6
Bongor,Mayo Kebbi Est,Sorgho,2026-03-01,385.4
Bongor,Mayo Kebbi Est,Sorgho,2026-04-01,393.0
Bongor,Mayo Kebbi Est,Sorgho,2026-05-01,371.7
Bongor,Mayo Kebbi Est,Sorgho,2026-06-01,359.5
Bongor,Mayo Kebbi Est,Sorgho,2026-07-01,350.7
Bongor,Mayo Kebbi Est,Mais,2024-08-01,234.7
Bongor,Mayo Kebbi Est,Mais,2024-09-01,226.2
Bongor,Mayo Kebbi Est,Mais,2024-10-01,229.9
Bongor,Mayo Kebbi Est,Mais,2024-11-01,245.9
Bongor,Mayo Kebbi Est,Mais,2024-12-01,256.5
Bongor,Mayo Kebbi Est,Mais,2025-01-01,259.7
Bongor,Mayo Kebbi Est,Mais,2025-02-01,269.0
Bongor,Mayo Kebbi Est,Mais,2025-03-01,291.5
Bongor,Mayo Kebbi Est,Mais,2025-04-01,253.0
Bongor,Mayo Kebbi Est,Mais,2025-05-01,327.0
Bongor,Mayo Kebbi Est,Mais,2025-06-01,366.4
Bongor,Mayo Kebbi Est,Mais,2025-07-01,302.3
Bongor,Mayo Kebbi Est,Mais,2025-08-01,309.7
Bongor,Mayo Kebbi Est,Mais,2025-09-01,312.3
Bongor,Mayo Kebbi Est,Mais,2025-10-01,333.9
Bongor,Mayo Kebbi Est,Mais,2025-11-01,328.0
Bongor,Mayo Kebbi Est,Mais,2025-12-01,351.5
Bongor,Mayo Kebbi Est,Mais,2026-01-01,367.5
Bongor,Mayo Kebbi Est,Mais,2026-02-01,398.5
Bongor,Mayo Kebbi Est,Mais,2026-03-01,354.6
Bongor,Mayo Kebbi Est,Mais,2026-04-01,357.2
Bongor,Mayo Kebbi Est,Mais,2026-05-01,382.8
Bongor,Mayo Kebbi Est,Mais,2026-06-01,351.1
Bongor,Mayo Kebbi Est,Mais,2026-07-01,326.3
Bongor,Mayo Kebbi Est,Riz_importe,2024-08-01,391.8
Bongor,Mayo Kebbi Est,Riz_importe,2024-09-01,403.0
Bongor,Mayo Kebbi Est,Riz_importe,2024-10-01,394.0
Bongor,Mayo Kebbi Est,Riz_importe,2024-11-01,424.3
Bongor,Mayo Kebbi Est,Riz_importe,2024-12-01,411.0
Bongor,Mayo Kebbi Est,Riz_importe,2025-01-01,438.9
Bongor,Mayo Kebbi Est,Riz_importe,2025-02-01,511.7
Bongor,Mayo Kebbi Est,Riz_importe,2025-03-01,460.0
Bongor,Mayo Kebbi Est,Riz_importe,2025-04-01,452.0
Bongor,Mayo Kebbi Est,Riz_importe,2025-05-01,630.1
Bongor,Mayo Kebbi Est,Riz_importe,2025-06-01,598.8
Bongor,Mayo Kebbi Est,Riz_importe,2025-07-01,544.4
Bongor,Mayo Kebbi Est,Riz_importe,2025-08-01,537.1
Bongor,Mayo Kebbi Est,Riz_importe,2025-09-01,567.6
Bongor,Mayo Kebbi Est,Riz_importe,2025-10-01,568.2
Bongor,Mayo Kebbi Est,Riz_importe,2025-11-01,562.9
Bongor,Mayo Kebbi Est,Riz_importe,2025-12-01,575.0
Bongor,Mayo Kebbi Est,Riz_importe,2026-01-01,686.2
Bongor,Mayo Kebbi Est,Riz_importe,2026-02-01,662.3
Bongor,Mayo Kebbi Est,Riz_importe,2026-03-01,613.3
Bongor,Mayo Kebbi Est,Riz_importe,2026-04-01,693.8
Bongor,Mayo Kebbi Est,Riz_importe,2026-05-01,623.9
Bongor,Mayo Kebbi Est,Riz_importe,2026-06-01,587.0
Bongor,Mayo Kebbi Est,Riz_importe,2026-07-01,568.6
Pala,Mayo Kebbi Ouest,Mil,2024-08-01,267.7
Pala,Mayo Kebbi Ouest,Mil,2024-09-01,265.1
Pala,Mayo Kebbi Ouest,Mil,2024-10-01,265.1
Pala,Mayo Kebbi Ouest,Mil,2024-11-01,274.6
Pala,Mayo Kebbi Ouest,Mil,2024-12-01,281.8
Pala,Mayo Kebbi Ouest,Mil,2025-01-01,315.9
Pala,Mayo Kebbi Ouest,Mil,2025-02-01,321.3
Pala,Mayo Kebbi Ouest,Mil,2025-03-01,351.6
Pala,Mayo Kebbi Ouest,Mil,2025-04-01,305.4
Pala,Mayo Kebbi Ouest,Mil,2025-05-01,415.4
Pala,Mayo Kebbi Ouest,Mil,2025-06-01,422.0
Pala,Mayo Kebbi Ouest,Mil,2025-07-01,373.7
Pala,Mayo Kebbi Ouest,Mil,2025-08-01,378.2
Pala,Mayo Kebbi Ouest,Mil,2025-09-01,364.4
Pala,Mayo Kebbi Ouest,Mil,2025-10-01,386.8
Pala,Mayo Kebbi Ouest,Mil,2025-11-01,400.4
Pala,Mayo Kebbi Ouest,Mil,2025-12-01,412.7
Pala,Mayo Kebbi Ouest,Mil,2026-01-01,449.6
Pala,Mayo Kebbi Ouest,Mil,2026-02-01,439.7
Pala,Mayo Kebbi Ouest,Mil,2026-03-01,429.9
Pala,Mayo Kebbi Ouest,Mil,2026-04-01,446.7
Pala,Mayo Kebbi Ouest,Mil,2026-05-01,477.4
Pala,Mayo Kebbi Ouest,Mil,2026-06-01,421.4
Pala,Mayo Kebbi Ouest,Mil,2026-07-01,396.3
Pala,Mayo Kebbi Ouest,Sorgho,2024-08-01,250.5
Pala,Mayo Kebbi Ouest,Sorgho,2024-09-01,244.3
Pala,Mayo Kebbi Ouest,Sorgho,2024-10-01,248.4
Pala,Mayo Kebbi Ouest,Sorgho,2024-11-01,247.3
Pala,Mayo Kebbi Ouest,Sorgho,2024-12-01,261.1
Pala,Mayo Kebbi Ouest,Sorgho,2025-01-01,292.2
Pala,Mayo Kebbi Ouest,Sorgho,2025-02-01,287.4
Pala,Mayo Kebbi Ouest,Sorgho,2025-03-01,314.0
Pala,Mayo Kebbi Ouest,Sorgho,2025-04-01,277.1
Pala,Mayo Kebbi Ouest,Sorgho,2025-05-01,386.8
Pala,Mayo Kebbi Ouest,Sorgho,2025-06-01,392.2
Pala,Mayo Kebbi Ouest,Sorgho,2025-07-01,337.9
Pala,Mayo Kebbi Ouest,Sorgho,2025-08-01,358.0
Pala,Mayo Kebbi Ouest,Sorgho,2025-09-01,345.6
Pala,Mayo Kebbi Ouest,Sorgho,2025-10-01,362.0
Pala,Mayo Kebbi Ouest,Sorgho,2025-11-01,350.7
Pala,Mayo Kebbi Ouest,Sorgho,2025-12-01,377.7
Pala,Mayo Kebbi Ouest,Sorgho,2026-01-01,417.8
Pala,Mayo Kebbi Ouest,Sorgho,2026-02-01,403.5
Pala,Mayo Kebbi Ouest,Sorgho,2026-03-01,395.7
Pala,Mayo Kebbi Ouest,Sorgho,2026-04-01,380.2
Pala,Mayo Kebbi Ouest,Sorgho,2026-05-01,382.0
Pala,Mayo Kebbi Ouest,Sorgho,2026-06-01,415.4
Pala,Mayo Kebbi Ouest,Sorgho,2026-07-01,388.4
Pala,Mayo Kebbi Ouest,Mais,2024-08-01,222.6
Pala,Mayo Kebbi Ouest,Mais,2024-09-01,237.8
Pala,Mayo Kebbi Ouest,Mais,2024-10-01,236.3
Pala,Mayo Kebbi Ouest,Mais,2024-11-01,233.5
Pala,Mayo Kebbi Ouest,Mais,2024-12-01,240.1
Pala,Mayo Kebbi Ouest,Mais,2025-01-01,250.5
Pala,Mayo Kebbi Ouest,Mais,2025-02-01,260.5
Pala,Mayo Kebbi Ouest,Mais,2025-03-01,288.4
Pala,Mayo Kebbi Ouest,Mais,2025-04-01,274.6
Pala,Mayo Kebbi Ouest,Mais,2025-05-01,377.0
Pala,Mayo Kebbi Ouest,Mais,2025-06-01,333.2
Pala,Mayo Kebbi Ouest,Mais,2025-07-01,301.0
Pala,Mayo Kebbi Ouest,Mais,2025-08-01,305.4
Pala,Mayo Kebbi Ouest,Mais,2025-09-01,293.5
Pala,Mayo Kebbi Ouest,Mais,2025-10-01,305.4
Pala,Mayo Kebbi Ouest,Mais,2025-11-01,311.2
Pala,Mayo Kebbi Ouest,Mais,2025-12-01,311.6
Pala,Mayo Kebbi Ouest,Mais,2026-01-01,332.9
Pala,Mayo Kebbi Ouest,Mais,2026-02-01,397.0
Pala,Mayo Kebbi Ouest,Mais,2026-03-01,383.1
Pala,Mayo Kebbi Ouest,Mais,2026-04-01,371.8
Pala,Mayo Kebbi Ouest,Mais,2026-05-01,343.5
Pala,Mayo Kebbi Ouest,Mais,2026-06-01,369.2
Pala,Mayo Kebbi Ouest,Mais,2026-07-01,319.6
Pala,Mayo Kebbi Ouest,Riz_importe,2024-08-01,392.3
Pala,Mayo Kebbi Ouest,Riz_importe,2024-09-01,416.4
Pala,Mayo Kebbi Ouest,Riz_importe,2024-10-01,391.7
Pala,Mayo Kebbi Ouest,Riz_importe,2024-11-01,432.5
Pala,Mayo Kebbi Ouest,Riz_importe,2024-12-01,416.8
Pala,Mayo Kebbi Ouest,Riz_importe,2025-01-01,441.3
Pala,Mayo Kebbi Ouest,Riz_importe,2025-02-01,471.1
Pala,Mayo Kebbi Ouest,Riz_importe,2025-03-01,445.0
Pala,Mayo Kebbi Ouest,Riz_importe,2025-04-01,504.3
Pala,Mayo Kebbi Ouest,Riz_importe,2025-05-01,607.6
Pala,Mayo Kebbi Ouest,Riz_importe,2025-06-01,603.1
Pala,Mayo Kebbi Ouest,Riz_importe,2025-07-01,532.5
Pala,Mayo Kebbi Ouest,Riz_importe,2025-08-01,573.9
Pala,Mayo Kebbi Ouest,Riz_importe,2025-09-01,572.4
Pala,Mayo Kebbi Ouest,Riz_importe,2025-10-01,526.6
Pala,Mayo Kebbi Ouest,Riz_importe,2025-11-01,592.8
Pala,Mayo Kebbi Ouest,Riz_importe,2025-12-01,545.7
Pala,Mayo Kebbi Ouest,Riz_importe,2026-01-01,602.3
Pala,Mayo Kebbi Ouest,Riz_importe,2026-02-01,587.0
Pala,Mayo Kebbi Ouest,Riz_importe,2026-03-01,666.8
Pala,Mayo Kebbi Ouest,Riz_importe,2026-04-01,641.2
Pala,Mayo Kebbi Ouest,Riz_importe,2026-05-01,646.5
Pala,Mayo Kebbi Ouest,Riz_importe,2026-06-01,630.7
Pala,Mayo Kebbi Ouest,Riz_importe,2026-07-01,600.4
Sarh,Moyen Chari,Mil,2024-08-01,277.3
Sarh,Moyen Chari,Mil,2024-09-01,256.8
Sarh,Moyen Chari,Mil,2024-10-01,257.4
Sarh,Moyen Chari,Mil,2024-11-01,282.0
Sarh,Moyen Chari,Mil,2024-12-01,310.2
Sarh,Moyen Chari,Mil,2025-01-01,297.3
Sarh,Moyen Chari,Mil,2025-02-01,314.6
Sarh,Moyen Chari,Mil,2025-03-01,324.7
Sarh,Moyen Chari,Mil,2025-04-01,330.4
Sarh,Moyen Chari,Mil,2025-05-01,411.3
Sarh,Moyen Chari,Mil,2025-06-01,421.7
Sarh,Moyen Chari,Mil,2025-07-01,393.4
Sarh,Moyen Chari,Mil,2025-08-01,345.5
Sarh,Moyen Chari,Mil,2025-09-01,369.7
Sarh,Moyen Chari,Mil,2025-10-01,371.5
Sarh,Moyen Chari,Mil,2025-11-01,360.7
Sarh,Moyen Chari,Mil,2025-12-01,371.7
Sarh,Moyen Chari,Mil,2026-01-01,443.0
Sarh,Moyen Chari,Mil,2026-02-01,451.3
Sarh,Moyen Chari,Mil,2026-03-01,454.0
Sarh,Moyen Chari,Mil,2026-04-01,441.3
Sarh,Moyen Chari,Mil,2026-05-01,398.7
Sarh,Moyen Chari,Mil,2026-06-01,376.2
Sarh,Moyen Chari,Mil,2026-07-01,385.1
Sarh,Moyen Chari,Sorgho,2024-08-01,252.9
Sarh,Moyen Chari,Sorgho,2024-09-01,245.0
Sarh,Moyen Chari,Sorgho,2024-10-01,240.5
Sarh,Moyen Chari,Sorgho,2024-11-01,236.4
Sarh,Moyen Chari,Sorgho,2024-12-01,282.1
Sarh,Moyen Chari,Sorgho,2025-01-01,283.1
Sarh,Moyen Chari,Sorgho,2025-02-01,269.5
Sarh,Moyen Chari,Sorgho,2025-03-01,317.5
Sarh,Moyen Chari,Sorgho,2025-04-01,290.7
Sarh,Moyen Chari,Sorgho,2025-05-01,358.3
Sarh,Moyen Chari,Sorgho,2025-06-01,362.5
Sarh,Moyen Chari,Sorgho,2025-07-01,321.3
Sarh,Moyen Chari,Sorgho,2025-08-01,355.7
Sarh,Moyen Chari,Sorgho,2025-09-01,307.7
Sarh,Moyen Chari,Sorgho,2025-10-01,349.4
Sarh,Moyen Chari,Sorgho,2025-11-01,345.7
Sarh,Moyen Chari,Sorgho,2025-12-01,395.7
Sarh,Moyen Chari,Sorgho,2026-01-01,420.9
Sarh,Moyen Chari,Sorgho,2026-02-01,391.5
Sarh,Moyen Chari,Sorgho,2026-03-01,402.9
Sarh,Moyen Chari,Sorgho,2026-04-01,392.0
Sarh,Moyen Chari,Sorgho,2026-05-01,402.7
Sarh,Moyen Chari,Sorgho,2026-06-01,382.9
Sarh,Moyen Chari,Sorgho,2026-07-01,353.0
Sarh,Moyen Chari,Mais,2024-08-01,235.7
Sarh,Moyen Chari,Mais,2024-09-01,219.2
Sarh,Moyen Chari,Mais,2024-10-01,225.0
Sarh,Moyen Chari,Mais,2024-11-01,223.6
Sarh,Moyen Chari,Mais,2024-12-01,246.3
Sarh,Moyen Chari,Mais,2025-01-01,262.7
Sarh,Moyen Chari,Mais,2025-02-01,271.6
Sarh,Moyen Chari,Mais,2025-03-01,264.0
Sarh,Moyen Chari,Mais,2025-04-01,242.1
Sarh,Moyen Chari,Mais,2025-05-01,354.0
Sarh,Moyen Chari,Mais,2025-06-01,329.5
Sarh,Moyen Chari,Mais,2025-07-01,307.5
Sarh,Moyen Chari,Mais,2025-08-01,323.9
Sarh,Moyen Chari,Mais,2025-09-01,289.7
Sarh,Moyen Chari,Mais,2025-10-01,313.9
Sarh,Moyen Chari,Mais,2025-11-01,300.8
Sarh,Moyen Chari,Mais,2025-12-01,343.2
Sarh,Moyen Chari,Mais,2026-01-01,369.4
Sarh,Moyen Chari,Mais,2026-02-01,368.0
Sarh,Moyen Chari,Mais,2026-03-01,364.2
Sarh,Moyen Chari,Mais,2026-04-01,405.6
Sarh,Moyen Chari,Mais,2026-05-01,377.4
Sarh,Moyen Chari,Mais,2026-06-01,334.7
Sarh,Moyen Chari,Mais,2026-07-01,328.4
Sarh,Moyen Chari,Riz_importe,2024-08-01,412.6
Sarh,Moyen Chari,Riz_importe,2024-09-01,407.0
Sarh,Moyen Chari,Riz_importe,2024-10-01,421.3
Sarh,Moyen Chari,Riz_importe,2024-11-01,424.4
Sarh,Moyen Chari,Riz_importe,2024-12-01,451.3
Sarh,Moyen Chari,Riz_importe,2025-01-01,469.6
Sarh,Moyen Chari,Riz_importe,2025-02-01,431.3
Sarh,Moyen Chari,Riz_importe,2025-03-01,449.9
Sarh,Moyen Chari,Riz_importe,2025-04-01,457.7
Sarh,Moyen Chari,Riz_importe,2025-05-01,607.0
Sarh,Moyen Chari,Riz_importe,2025-06-01,594.1
Sarh,Moyen Chari,Riz_importe,2025-07-01,545.3
Sarh,Moyen Chari,Riz_importe,2025-08-01,579.8
Sarh,Moyen Chari,Riz_importe,2025-09-01,568.8
Sarh,Moyen Chari,Riz_importe,2025-10-01,601.2
Sarh,Moyen Chari,Riz_importe,2025-11-01,595.5
Sarh,Moyen Chari,Riz_importe,2025-12-01,616.5
Sarh,Moyen Chari,Riz_importe,2026-01-01,681.5
Sarh,Moyen Chari,Riz_importe,2026-02-01,599.5
Sarh,Moyen Chari,Riz_importe,2026-03-01,682.4
Sarh,Moyen Chari,Riz_importe,2026-04-01,584.9
Sarh,Moyen Chari,Riz_importe,2026-05-01,639.8
