hhid,rang,age,sexe,niveau_educ
01565,2,70.0,2,Aucun
01565,3,14.0,2,Secondaire
01565,4,49.0,2,Primaire
01566,1,39.0,1,Aucun
01566,2,65.0,1,Aucun
01566,3,32.0,2,Aucun
01566,4,10.0,1,
01566,5,22.0,2,Aucun
01566,6,69.0,2,Aucun
01567,1,52.0,2,
01567,2,34.0,1,Secondaire
01567,3,49.0,1,Aucun
01567,4,39.0,1,Secondaire
01568,1,36.0,1,Aucun
01568,2,43.0,1,Primaire
01568,3,36.0,2,Aucun
01568,4,22.0,1,Superieur
01568,5,35.0,1,Aucun
01568,6,50.0,1,
01568,7,18.0,2,Superieur
01568,8,,1,Secondaire
01568,9,37.0,2,Aucun
01569,1,46.0,1,Aucun
01569,2,57.0,1,Aucun
01569,3,51.0,1,Secondaire
01569,4,43.0,1,Aucun
01569,5,24.0,2,Primaire
01569,6,28.0,1,Aucun
01569,7,61.0,2,Primaire
01569,8,69.0,2,Secondaire
01569,9,39.0,1,Primaire
01569,10,41.0,2,Primaire
01570,1,32.0,2,Aucun
01570,2,38.0,1,Aucun
01570,3,24.0,2,Primaire
01570,4,41.0,1,Superieur
01570,5,13.0,2,
01570,6,63.0,2,Aucun
01570,7,18.0,1,Aucun
01570,8,30.0,1,Secondaire
01570,9,39.0,2,
01570,10,8.0,1,Primaire
01570,11,40.0,1,
01570,12,48.0,1,Primaire
01570,13,40.0,1,Aucun
01570,14,46.0,2,Aucun
01571,1,34.0,1,Secondaire
01571,2,73.0,1,Aucun
01571,3,52.0,2,Primaire
01572,1,43.0,1,Aucun
01572,2,34.0,2,Secondaire
01572,3,66.0,1,Aucun
01572,4,1.0,2,Aucun
01572,5,65.0,2,Secondaire
01572,6,13.0,1,Primaire
01573,1,58.0,1,Aucun
01573,2,10.0,2,Aucun
01574,1,49.0,2,Primaire
01574,2,20.0,2,Superieur
01574,3,68.0,1,Aucun
01574,4,20.0,2,Aucun
01574,5,18.0,1,Aucun
01574,6,67.0,2,Primaire
01574,7,31.0,1,Primaire
01574,8,28.0,2,Primaire
01575,1,39.0,2,Aucun
01575,2,67.0,2,Secondaire
01575,3,4.0,1,Aucun
01575,4,52.0,1,Secondaire
01576,1,42.0,1,Aucun
01576,2,74.0,2,Aucun
01576,3,28.0,2,Primaire
01576,4,,1,Aucun
01576,5,0.0,2,Aucun
01576,6,,1,Aucun
01576,7,15.0,1,Primaire
01577,1,20.0,2,Primaire
01577,2,67.0,2,Primaire
01577,3,70.0,2,Secondaire
01577,4,58.0,2,Aucun
01577,5,44.0,1,Primaire
01577,6,50.0,1,Aucun
01577,7,57.0,1,Primaire
01578,1,38.0,1,
01578,2,38.0,2,Secondaire
01578,3,27.0,2,Secondaire
01578,4,22.0,1,Aucun
01578,5,27.0,2,Secondaire
01578,6,70.0,1,Primaire
01578,7,41.0,2,Secondaire
01578,8,32.0,1,
01578,9,55.0,2,
01578,10,41.0,1,Primaire
01579,1,55.0,1,Secondaire
01579,2,0.0,2,Aucun
01579,3,10.0,1,Secondaire
01579,4,0.0,1,Aucun
01579,5,72.0,1,Primaire
01579,6,66.0,2,Aucun
01580,1,43.0,2,Aucun
01580,2,7.0,2,Secondaire
01580,3,31.0,2,Primaire
01580,4,0.0,1,Aucun
01580,5,43.0,2,Aucun
01580,6,62.0,2,Aucun
01581,1,49.0,1,Primaire
01581,2,20.0,1,Primaire
01581,3,13.0,2,Primaire
01581,4,59.0,1,Aucun
01582,1,39.0,1,Primaire
01582,2,69.0,1,Secondaire
01582,3,62.0,1,Secondaire
01582,4,53.0,2,Primaire
01583,1,60.0,2,Primaire
01583,2,40.0,1,Aucun
01583,3,35.0,1,Aucun
01584,1,50.0,2,Aucun
01584,2,21.0,1,Primaire
01584,3,71.0,2,Aucun
01584,4,12.0,2,Primaire
01584,5,5.0,1,Aucun
01584,6,2.0,1,Aucun
01584,7,34.0,1,Primaire
01584,8,69.0,1,
01584,9,42.0,2,Primaire
01584,10,47.0,1,Aucun
01584,11,67.0,2,Aucun
01584,12,6.0,2,Primaire
01585,1,63.0,1,Secondaire
01585,2,13.0,2,Aucun
01585,3,37.0,2,Secondaire
01585,4,31.0,1,Secondaire
01585,5,73.0,1,Aucun
01586,1,44.0,1,Secondaire
01586,2,61.0,2,Primaire
01586,3,20.0,2,Primaire
01586,4,61.0,1,Primaire
01586,5,21.0,1,Primaire
01586,6,33.0,1,Primaire
01586,7,33.0,1,Secondaire
01586,8,0.0,1,Aucun
01586,9,41.0,2,Aucun
01587,1,48.0,1,Aucun
01587,2,,2,Primaire
01587,3,51.0,1,Primaire
01587,4,25.0,2,Primaire
01587,5,62.0,2,
01587,6,5.0,1,Aucun
01587,7,51.0,2,Superieur
01588,1,27.0,1,Primaire
01588,2,18.0,2,Aucun
01588,3,,2,Aucun
01588,4,47.0,2,Primaire
01588,5,10.0,2,Primaire
01588,6,3.0,1,Aucun
01588,7,21.0,1,Primaire
01588,8,68.0,2,Aucun
01589,1,55.0,2,Primaire
01589,2,31.0,2,Primaire
01589,3,2.0,1,Aucun
01589,4,61.0,2,Aucun
01589,5,25.0,2,Aucun
01589,6,52.0,1,Primaire
01590,1,36.0,1,Secondaire
01590,2,35.0,1,Aucun
01590,3,11.0,2,Secondaire
01590,4,27.0,2,Secondaire
01590,5,47.0,1,Primaire
01590,6,34.0,2,Aucun
01590,7,40.0,1,Primaire
01590,8,60.0,2,Primaire
01591,1,29.0,1,Aucun
01591,2,70.0,2,Aucun
01591,3,42.0,2,Secondaire
01591,4,73.0,2,Primaire
01591,5,2.0,1,Aucun
01591,6,,2,Primaire
01591,7,72.0,1,Primaire
01592,1,44.0,1,Primaire
01592,2,31.0,1,Primaire
01592,3,,2,Aucun
01592,4,63.0,2,Primaire
01592,5,28.0,2,
01593,1,49.0,1,Aucun
01593,2,35.0,1,Secondaire
01593,3,57.0,2,Aucun
01593,4,13.0,1,Primaire
01593,5,48.0,1,Aucun
01593,6,31.0,1,Aucun
01593,7,63.0,2,Secondaire
01593,8,69.0,2,Primaire
01593,9,55.0,1,Primaire
01593,10,61.0,1,
01593,11,44.0,2,Primaire
01593,12,3.0,2,Aucun
01593,13,56.0,1,Primaire
01593,14,27.0,1,Aucun
01594,1,37.0,1,Secondaire
01594,2,8.0,1,Aucun
01594,3,40.0,2,Aucun
01594,4,14.0,1,Primaire
01594,5,10.0,2,Aucun
01594,6,62.0,1,Aucun
01595,1,54.0,1,Aucun
01595,2,3.0,1,Aucun
01595,3,37.0,2,Superieur
01595,4,14.0,1,Primaire
01596,1,30.0,2,Secondaire
01596,2,8.0,2,Primaire
01597,1,46.0,1,Primaire
01597,2,1.0,2,Aucun
01597,3,8.0,1,Secondaire
01597,4,27.0,2,Aucun
01597,5,48.0,2,Primaire
01597,6,13.0,2,Primaire
01598,1,39.0,1,Superieur
01598,2,64.0,1,Primaire
01598,3,54.0,2,Aucun
01598,4,8.0,1,Aucun
01598,5,22.0,1,Aucun
01598,6,42.0,1,Primaire
01598,7,41.0,1,Aucun
01598,8,61.0,2,Aucun
01598,9,31.0,2,Aucun
01598,10,29.0,1,Primaire
01598,11,41.0,2,Primaire
01599,1,39.0,1,Aucun
01599,2,39.0,1,Secondaire
01599,3,51.0,1,Primaire
01600,1,25.0,2,Secondaire
01600,2,40.0,1,Aucun
01601,1,42.0,1,Primaire
01601,2,56.0,2,Secondaire
01601,3,56.0,2,Aucun
01601,4,20.0,2,Secondaire
01601,5,60.0,2,Secondaire
01601,6,28.0,1,Aucun
01602,1,56.0,1,Aucun
01602,2,72.0,1,Primaire
01602,3,56.0,1,Aucun
01602,4,23.0,2,Aucun
01603,1,64.0,1,Aucun
01603,2,51.0,2,Secondaire
01603,3,34.0,2,Secondaire
01604,1,38.0,1,Primaire
01604,2,17.0,2,Primaire
01604,3,6.0,1,Aucun
01604,4,55.0,1,Aucun
01604,5,3.0,1,Aucun
01604,6,42.0,1,Primaire
01604,7,54.0,2,Aucun
01604,8,29.0,1,Superieur
01604,9,50.0,2,Primaire
01604,10,14.0,1,Aucun
01604,11,47.0,1,Aucun
01604,12,67.0,1,Aucun
01604,13,62.0,1,Aucun
01604,14,67.0,1,Aucun
01605,1,51.0,1,Secondaire
01605,2,56.0,2,Aucun
01605,3,33.0,1,Aucun
01605,4,39.0,2,Aucun
01605,5,20.0,1,Primaire
01605,6,43.0,2,Secondaire
01605,7,47.0,1,Primaire
01605,8,73.0,2,Aucun
01606,1,51.0,1,Primaire
01606,2,39.0,2,Aucun
01607,1,37.0,1,Aucun
01607,2,35.0,2,Aucun
01607,3,74.0,1,Superieur
01607,4,61.0,1,Primaire
01607,5,55.0,1,Secondaire
01607,6,11.0,2,Secondaire
01608,1,36.0,1,Secondaire
01608,2,22.0,1,Aucun
01608,3,6.0,2,Primaire
01608,4,46.0,1,Secondaire
01608,5,52.0,2,Primaire
01608,6,71.0,2,Superieur
01608,7,17.0,2,Primaire
01608,8,29.0,2,Primaire
01608,9,,1,Aucun
01609,1,46.0,2,
01609,2,,1,Secondaire
01609,3,62.0,1,Aucun
01609,4,51.0,1,Primaire
01609,5,11.0,2,Primaire
01609,6,5.0,1,Aucun
01609,7,55.0,1,Secondaire
01610,1,70.0,2,Aucun
01610,2,24.0,2,Aucun
01610,3,1.0,1,Aucun
01610,4,20.0,1,Secondaire
01611,1,43.0,1,Aucun
01611,2,62.0,2,
01611,3,30.0,1,
01611,4,1.0,1,Aucun
01611,5,19.0,1,Primaire
01612,1,56.0,1,Aucun
01612,2,50.0,1,Secondaire
01612,3,21.0,2,Aucun
01612,4,60.0,1,Aucun
01612,5,27.0,1,Primaire
01612,6,58.0,1,Primaire
01612,7,27.0,1,Secondaire
01612,8,37.0,2,Primaire
01612,9,16.0,1,Superieur
01612,10,12.0,2,Primaire
01612,11,19.0,1,Aucun
01613,1,29.0,1,Aucun
01613,2,43.0,2,Aucun
01613,3,46.0,2,Primaire
01614,1,59.0,1,Aucun
01614,2,13.0,1,Secondaire
01614,3,30.0,2,Aucun
01615,1,64.0,2,Aucun
01615,2,14.0,2,Primaire
01615,3,43.0,2,Primaire
01615,4,21.0,1,Aucun
01616,1,31.0,2,Secondaire
01616,2,,1,Aucun
01616,3,41.0,2,Aucun
01616,4,6.0,1,Aucun
01616,5,18.0,1,Secondaire
01616,6,73.0,1,Aucun
01616,7,36.0,1,Aucun
01617,1,67.0,1,Primaire
01617,2,50.0,2,Primaire
01617,3,40.0,1,Primaire
01617,4,66.0,2,Secondaire
01617,5,43.0,1,Aucun
01617,6,71.0,2,Secondaire
01617,7,16.0,2,Aucun
01617,8,20.0,2,Primaire
01618,1,42.0,2,Primaire
01618,2,67.0,1,Aucun
01618,3,11.0,1,Aucun
01618,4,17.0,1,Primaire
01618,5,3.0,1,Aucun
01619,1,32.0,1,Aucun
01619,2,22.0,2,Aucun
01619,3,30.0,2,Primaire
01619,4,57.0,2,Aucun
01619,5,2.0,2,
01620,1,33.0,1,Primaire
01620,2,55.0,2,Secondaire
01620,3,41.0,2,Secondaire
01620,4,0.0,1,Aucun
01620,5,71.0,1,Secondaire
01620,6,16.0,1,Aucun
01620,7,56.0,2,Aucun
01620,8,20.0,1,Aucun
01621,1,45.0,1,Aucun
01621,2,70.0,2,Primaire
01621,3,49.0,1,Primaire
01621,4,73.0,2,Aucun
01621,5,34.0,2,Primaire
01621,6,73.0,2,Primaire
01622,1,36.0,1,Primaire
01622,2,22.0,2,Secondaire
01622,3,19.0,1,Primaire
01622,4,21.0,1,Primaire
01622,5,40.0,1,Primaire
01622,6,41.0,1,Primaire
01622,7,53.0,2,Secondaire
01622,8,10.0,1,Secondaire
01623,1,49.0,1,Secondaire
01623,2,73.0,1,Primaire
01623,3,45.0,2,Aucun
01623,4,27.0,1,Aucun
01623,5,63.0,1,Aucun
01624,1,57.0,1,Aucun
01624,2,13.0,1,Primaire
01624,3,,2,Aucun
01624,4,35.0,2,Secondaire
01624,5,40.0,2,Secondaire
01624,6,30.0,2,Secondaire
01625,1,,1,Aucun
01625,2,60.0,2,Secondaire
01625,3,,2,Secondaire
01625,4,6.0,1,Primaire
01625,5,67.0,2,Aucun
01625,6,56.0,2,Primaire
01626,1,55.0,1,Primaire
01626,2,74.0,1,Secondaire
01626,3,54.0,1,Primaire
01626,4,9.0,1,Secondaire
01626,5,36.0,2,Aucun
01626,6,45.0,2,Secondaire
01626,7,8.0,1,Primaire
01627,1,48.0,1,Secondaire
01627,2,7.0,1,Secondaire
01627,3,47.0,1,
01627,4,68.0,2,Primaire
01627,5,71.0,2,Secondaire
01627,6,39.0,1,Primaire
01627,7,8.0,1,Aucun
01627,8,57.0,1,Primaire
01627,9,19.0,1,
01627,10,20.0,1,Aucun
01627,11,21.0,1,Secondaire
01627,12,70.0,1,Secondaire
01628,1,42.0,1,Primaire
01628,2,16.0,2,Aucun
01628,3,16.0,2,Aucun
01628,4,57.0,1,Secondaire
01628,5,22.0,1,Secondaire
01629,1,42.0,2,Aucun
01629,2,45.0,1,Superieur
01629,3,,1,Aucun
01629,4,2.0,2,Aucun
01629,5,3.0,2,Aucun
01630,1,44.0,1,Aucun
01630,2,35.0,1,Primaire
01630,3,29.0,2,Secondaire
01630,4,15.0,1,Aucun
01630,5,34.0,2,Primaire
01630,6,66.0,2,Aucun
01630,7,25.0,2,Primaire
01630,8,33.0,1,
01631,1,28.0,1,Aucun
01631,2,22.0,2,Secondaire
01631,3,8.0,2,Aucun
01631,4,56.0,2,Primaire
01631,5,31.0,2,Secondaire
01631,6,12.0,1,Aucun
01631,7,6.0,1,
01631,8,40.0,2,Superieur
01632,1,34.0,1,
01632,2,58.0,1,Aucun
01632,3,7.0,1,Aucun
01632,4,45.0,1,Aucun
01632,5,8.0,2,Aucun
01632,6,2.0,1,Aucun
01633,1,43.0,1,Secondaire
01633,2,17.0,2,Primaire
01633,3,37.0,1,Primaire
01634,1,20.0,1,Aucun
01634,2,14.0,2,Aucun
01634,3,20.0,2,Aucun
01634,4,64.0,1,Primaire
01634,5,42.0,2,Superieur
01635,1,44.0,1,Secondaire
01635,2,17.0,2,Aucun
01635,3,18.0,1,Secondaire
01635,4,25.0,2,Primaire
01635,5,17.0,1,Aucun
01635,6,9.0,2,Primaire
01636,1,39.0,1,Aucun
01636,2,46.0,1,Primaire
01637,1,56.0,1,Secondaire
01637,2,44.0,2,Superieur
01637,3,26.0,2,Primaire
01637,4,9.0,2,Aucun
01637,5,46.0,1,Aucun
01637,6,42.0,2,Primaire
01638,1,53.0,1,Primaire
01638,2,70.0,2,Aucun
01638,3,61.0,2,Primaire
01639,1,55.0,1,Primaire
01639,2,13.0,2,Primaire
01639,3,40.0,1,
01639,4,69.0,2,Secondaire
01639,5,34.0,2,
01639,6,9.0,1,
01639,7,64.0,2,
01640,1,50.0,1,Secondaire
01640,2,39.0,2,Primaire
01640,3,13.0,1,Aucun
01641,1,20.0,1,Primaire
01641,2,62.0,1,Primaire
01641,3,48.0,2,Secondaire
01641,4,48.0,1,
01641,5,65.0,1,Primaire
01641,6,30.0,1,Primaire
01641,7,29.0,1,Primaire
01641,8,24.0,1,Primaire
01641,9,4.0,1,Aucun
01641,10,51.0,2,Aucun
01642,1,30.0,1,
01642,2,18.0,1,Primaire
01642,3,3.0,2,Aucun
01642,4,58.0,2,Primaire
01643,1,55.0,1,
01643,2,60.0,1,Secondaire
01643,3,39.0,1,Primaire
01643,4,16.0,2,Primaire
01643,5,53.0,1,Secondaire
01643,6,9.0,2,Aucun
01643,7,65.0,2,Primaire
01643,8,40.0,1,Secondaire
01643,9,65.0,1,Primaire
01644,1,46.0,1,Aucun
01644,2,9.0,2,Primaire
01644,3,56.0,2,Aucun
01644,4,16.0,2,Primaire
01644,5,22.0,2,Primaire
01644,6,41.0,1,Primaire
01644,7,15.0,1,Primaire
01645,1,33.0,2,Aucun
01645,2,28.0,2,Secondaire
01645,3,3.0,2,Aucun
01645,4,31.0,2,Secondaire
01645,5,1.0,2,Aucun
01645,6,10.0,2,Primaire
01645,7,7.0,1,Secondaire
01646,1,48.0,1,Secondaire
01646,2,48.0,2,Secondaire
01646,3,36.0,2,Aucun
01647,1,47.0,1,Superieur
01647,2,22.0,2,Aucun
01647,3,74.0,2,Primaire
01647,4,62.0,1,Aucun
01647,5,39.0,1,Primaire
01647,6,45.0,2,Primaire
01647,7,35.0,2,Primaire
01647,8,0.0,2,Aucun
01648,1,56.0,1,Primaire
01648,2,68.0,1,Aucun
01648,3,15.0,2,Secondaire
01648,4,42.0,2,Secondaire
01648,5,29.0,2,Primaire
01648,6,43.0,2,Aucun
01648,7,50.0,2,Primaire
01648,8,63.0,2,Primaire
01649,1,,1,Aucun
01649,2,70.0,1,Primaire
01649,3,72.0,1,Primaire
01649,4,47.0,2,Aucun
01649,5,32.0,1,Secondaire
01649,6,33.0,1,Aucun
01649,7,0.0,1,Aucun
01649,8,15.0,2,
01649,9,9.0,1,Primaire
01650,1,57.0,1,Primaire
01650,2,20.0,2,Aucun
01650,3,21.0,2,Aucun
01650,4,,2,Secondaire
01651,1,49.0,1,Primaire
01651,2,50.0,2,Secondaire
01651,3,44.0,1,Primaire
01651,4,65.0,1,Primaire
01651,5,32.0,1,Aucun
01651,6,37.0,1,Aucun
01651,7,45.0,1,Aucun
01652,1,33.0,1,Aucun
01653,1,50.0,1,Secondaire
01653,2,70.0,1,Secondaire
01653,3,63.0,2,Aucun
01653,4,17.0,1,Aucun
01653,5,15.0,2,Aucun
01653,6,71.0,1,Primaire
01653,7,67.0,2,Aucun
01653,8,72.0,2,Aucun
01654,1,,1,Aucun
01654,2,19.0,2,Aucun
01654,3,6.0,2,Aucun
01654,4,55.0,2,Primaire
01655,1,33.0,1,Secondaire
01655,2,51.0,2,Aucun
01655,3,57.0,1,Superieur
01655,4,35.0,1,Aucun
01655,5,60.0,1,Secondaire
01655,6,68.0,2,Aucun
01656,1,35.0,1,Secondaire
01656,2,32.0,1,Primaire
01656,3,18.0,2,Primaire
01656,4,69.0,1,Secondaire
01656,5,62.0,1,Aucun
01656,6,0.0,1,Aucun
01656,7,41.0,1,Aucun
01656,8,43.0,2,Secondaire
01657,1,43.0,1,Aucun
01657,2,6.0,2,Aucun
01657,3,18.0,2,Aucun
01657,4,69.0,1,Aucun
01658,1,40.0,1,Aucun
01658,2,14.0,1,Aucun
01658,3,60.0,1,Primaire
01658,4,45.0,1,Aucun
01658,5,74.0,1,Primaire
01658,6,5.0,2,Aucun
01658,7,44.0,2,Aucun
01658,8,55.0,2,Secondaire
01658,9,13.0,2,Secondaire
01659,1,45.0,1,
01659,2,65.0,1,Superieur
01659,3,56.0,1,Secondaire
01659,4,22.0,1,Secondaire
01659,5,14.0,2,Secondaire
01659,6,74.0,2,Secondaire
01660,1,56.0,2,Primaire
01660,2,2.0,1,Aucun
01660,3,47.0,1,Aucun
01660,4,22.0,1,Superieur
01660,5,41.0,1,Aucun
01660,6,58.0,2,Secondaire
01661,1,46.0,1,Aucun
01661,2,10.0,2,Aucun
01661,3,38.0,1,Aucun
01661,4,69.0,1,Secondaire
01661,5,27.0,1,Aucun
01661,6,21.0,2,Aucun
01661,7,63.0,1,Secondaire
01661,8,45.0,2,Aucun
01661,9,38.0,1,Aucun
01661,10,8.0,2,Primaire
01661,11,47.0,2,Aucun
01662,1,39.0,1,
01662,2,50.0,2,Secondaire
01662,3,4.0,2,Aucun
01662,4,38.0,2,Aucun
01662,5,1.0,2,Aucun
01662,6,56.0,2,Aucun
01663,1,55.0,1,
01663,2,53.0,2,Aucun
01663,3,11.0,2,Primaire
01663,4,48.0,2,
01663,5,69.0,2,Primaire
01663,6,23.0,2,Primaire
01663,7,23.0,1,Secondaire
01663,8,1.0,2,Aucun
01663,9,12.0,2,Primaire
01663,10,55.0,2,Primaire
01663,11,48.0,1,Secondaire
01664,1,43.0,1,
01664,2,38.0,2,Secondaire
01664,3,33.0,1,Primaire
01664,4,8.0,2,Primaire
01665,1,56.0,1,
01665,2,54.0,2,Secondaire
01665,3,9.0,1,Secondaire
01665,4,60.0,2,Aucun
01665,5,64.0,2,Primaire
01665,6,40.0,1,Secondaire
01666,1,40.0,1,Aucun
01666,2,34.0,2,Primaire
01666,3,22.0,1,Aucun
01666,4,19.0,1,Aucun
01666,5,63.0,2,Secondaire
01666,6,23.0,1,Aucun
01667,1,22.0,1,Primaire
01667,2,63.0,2,Aucun
01667,3,35.0,2,Primaire
01667,4,50.0,1,Secondaire
01667,5,24.0,1,Primaire
01668,1,58.0,1,Secondaire
01668,2,69.0,2,Aucun
01668,3,72.0,1,Aucun
01668,4,39.0,1,Secondaire
01668,5,55.0,2,Secondaire
01668,6,4.0,1,Aucun
01668,7,1.0,1,Aucun
01668,8,18.0,1,Aucun
01668,9,26.0,1,Primaire
01669,1,29.0,1,
01669,2,60.0,2,Secondaire
01669,3,67.0,1,Aucun
01669,4,51.0,2,Primaire
01669,5,63.0,2,Secondaire
01669,6,51.0,1,Secondaire
01669,7,21.0,1,Secondaire
01669,8,64.0,1,Aucun
01669,9,21.0,2,Primaire
01670,1,43.0,2,Superieur
01670,2,2.0,2,Aucun
01670,3,61.0,1,Aucun
01670,4,37.0,1,Aucun
01670,5,34.0,1,
01670,6,29.0,1,Aucun
01670,7,68.0,2,Aucun
01670,8,71.0,2,Secondaire
01671,1,38.0,2,Aucun
01671,2,71.0,1,Aucun
01671,3,22.0,2,Primaire
01671,4,5.0,2,Aucun
01671,5,39.0,1,Secondaire
01671,6,63.0,2,Aucun
01672,1,32.0,1,Primaire
01672,2,56.0,2,Primaire
01672,3,12.0,2,Aucun
01672,4,4.0,2,Aucun
01672,5,17.0,1,Aucun
01672,6,47.0,2,Superieur
01672,7,31.0,1,Secondaire
01672,8,17.0,1,Primaire
01672,9,60.0,2,Superieur
01672,10,9.0,1,Primaire
01673,1,,2,Secondaire
01673,2,15.0,1,Aucun
01673,3,2.0,2,Aucun
01673,4,1.0,2,Aucun
01673,5,16.0,2,Aucun
01673,6,13.0,1,Aucun
01673,7,52.0,1,Secondaire
01674,1,28.0,2,Aucun
01674,2,68.0,2,Aucun
01674,3,,2,Secondaire
01674,4,12.0,1,Primaire
01674,5,31.0,2,Secondaire
01674,6,5.0,1,Aucun
01674,7,52.0,2,Superieur
01674,8,13.0,1,Secondaire
01675,1,55.0,1,Primaire
01675,2,59.0,1,Secondaire
01675,3,4.0,2,Aucun
01675,4,50.0,1,Primaire
01676,1,44.0,2,Primaire
01676,2,47.0,1,Primaire
01676,3,39.0,1,Superieur
01676,4,48.0,1,Aucun
01676,5,38.0,1,Aucun
01676,6,33.0,1,Secondaire
01676,7,17.0,1,Secondaire
01677,1,55.0,1,
01677,2,33.0,2,
01677,3,60.0,2,Aucun
01678,1,58.0,1,Primaire
01678,2,24.0,1,Primaire
01678,3,13.0,1,Aucun
01678,4,73.0,2,Secondaire
01678,5,72.0,2,Superieur
01678,6,15.0,1,Superieur
01678,7,13.0,1,Aucun
01678,8,4.0,1,Aucun
01679,1,42.0,1,Aucun
01679,2,16.0,1,Primaire
01679,3,48.0,2,Superieur
01679,4,46.0,2,Aucun
01679,5,20.0,1,Primaire
01679,6,15.0,1,Aucun
01680,1,52.0,1,Aucun
01680,2,74.0,1,Secondaire
01680,3,28.0,2,Primaire
01680,4,2.0,1,Aucun
01680,5,74.0,2,
01680,6,0.0,2,Aucun
01680,7,60.0,1,Aucun
01680,8,31.0,2,
01680,9,48.0,1,Primaire
01681,1,41.0,1,Primaire
01681,2,58.0,1,Aucun
01681,3,48.0,1,Primaire
01681,4,39.0,2,Aucun
01681,5,70.0,2,Primaire
01681,6,0.0,1,Aucun
01681,7,74.0,1,Secondaire
01681,8,18.0,1,Primaire
01682,1,39.0,1,Secondaire
01682,2,38.0,2,Aucun
01682,3,45.0,2,Aucun
01682,4,58.0,2,Aucun
01682,5,62.0,2,Aucun
01682,6,21.0,1,Secondaire
01683,1,27.0,1,Superieur
01683,2,34.0,2,Primaire
01683,3,0.0,1,Aucun
01683,4,26.0,1,Secondaire
01683,5,37.0,1,Primaire
01683,6,55.0,2,Secondaire
01683,7,37.0,1,Secondaire
01683,8,3.0,1,
01684,1,39.0,1,Primaire
01684,2,9.0,1,Secondaire
01684,3,30.0,2,Aucun
01684,4,24.0,1,Aucun
01684,5,17.0,1,Aucun
01684,6,32.0,2,
01684,7,,2,Primaire
01685,1,62.0,1,Aucun
01685,2,70.0,2,Aucun
01686,1,51.0,1,Primaire
01686,2,36.0,1,Primaire
01686,3,8.0,1,Secondaire
01686,4,3.0,1,Aucun
01686,5,10.0,1,Secondaire
01686,6,0.0,2,Aucun
01687,1,45.0,1,Secondaire
01687,2,74.0,2,Primaire
01687,3,21.0,2,Primaire
01687,4,67.0,2,Primaire
01687,5,27.0,2,
01687,6,,1,Superieur
01687,7,58.0,2,Primaire
01687,8,39.0,2,Primaire
01687,9,56.0,2,Aucun
01688,1,60.0,1,Secondaire
01688,2,51.0,1,Aucun
01688,3,8.0,1,Primaire
01688,4,29.0,1,Secondaire
01688,5,35.0,1,Primaire
01689,1,55.0,1,Primaire
01689,2,34.0,2,Primaire
01689,3,54.0,1,Primaire
01689,4,42.0,1,Superieur
01689,5,36.0,1,Secondaire
01689,6,13.0,1,Secondaire
01689,7,24.0,1,Aucun
01689,8,24.0,1,Superieur
01690,1,43.0,1,Primaire
01690,2,29.0,1,Secondaire
01690,3,17.0,1,
01690,4,33.0,1,Primaire
01690,5,22.0,2,Primaire
01690,6,59.0,2,Aucun
01690,7,32.0,2,Primaire
01691,1,39.0,1,Aucun
01691,2,65.0,2,Primaire
01691,3,5.0,1,Aucun
01691,4,26.0,2,Aucun
01691,5,9.0,2,Secondaire
01691,6,3.0,1,Aucun
01691,7,38.0,2,Superieur
01691,8,25.0,1,Aucun
01691,9,9.0,2,Aucun
01692,1,30.0,1,Primaire
01692,2,9.0,2,Aucun
01692,3,3.0,2,Aucun
01692,4,45.0,1,Primaire
01692,5,47.0,2,Secondaire
01692,6,37.0,2,Aucun
01692,7,18.0,1,Aucun
01692,8,20.0,2,Aucun
01692,9,38.0,2,Primaire
01693,1,45.0,1,Aucun
01693,2,35.0,1,Aucun
01693,3,6.0,1,Aucun
01693,4,16.0,2,Aucun
01693,5,46.0,1,Aucun
01694,1,48.0,2,Primaire
01694,2,11.0,2,
01694,3,1.0,1,Aucun
01694,4,0.0,2,Aucun
01694,5,60.0,1,Primaire
01694,6,47.0,2,Primaire
01694,7,43.0,1,Primaire
01695,1,47.0,1,Superieur
01695,2,65.0,2,Secondaire
01695,3,50.0,2,Aucun
01695,4,22.0,1,Primaire
01695,5,4.0,2,Aucun
01695,6,49.0,2,Primaire
01696,1,54.0,1,Aucun
01696,2,69.0,1,Aucun
01696,3,44.0,1,Primaire
01696,4,28.0,1,Aucun
01696,5,16.0,2,Aucun
01696,6,62.0,1,Primaire
01696,7,74.0,2,Primaire
01696,8,50.0,2,Primaire
01696,9,22.0,2,Primaire
01697,1,53.0,2,Aucun
01697,2,28.0,1,Primaire
01697,3,33.0,2,Secondaire
01697,4,30.0,1,Aucun
01697,5,22.0,2,
01697,6,8.0,1,Aucun
01698,1,51.0,1,Primaire
01698,2,37.0,1,Secondaire
01698,3,32.0,1,Primaire
01698,4,17.0,1,Aucun
01698,5,61.0,2,Secondaire
01699,1,47.0,1,Primaire
01699,2,45.0,1,Aucun
01699,3,73.0,1,Aucun
01699,4,74.0,2,Secondaire
01700,1,40.0,1,Aucun
01700,2,24.0,1,Aucun
01700,3,29.0,1,Primaire
01701,1,68.0,1,Primaire
01701,2,42.0,1,Secondaire
01701,3,58.0,2,
01701,4,72.0,1,Primaire
01701,5,47.0,2,Aucun
01702,1,20.0,1,Aucun
01702,2,67.0,2,Secondaire
01702,3,67.0,1,Primaire
01702,4,4.0,1,
