hhid,region_lib,choc_secheresse,choc_hausse_prix,choc_conflit,choc_maladie,strat_vente_actifs,strat_reduction_repas,strat_migration,strat_endettement
00991,GUÉRA,1,0,0,0,0,1,0,1
00992,GUÉRA,0,1,1,1,1,1,0,0
00993,GUÉRA,0,1,0,1,1,0,1,0
00994,GUÉRA,1,1,0,0,0,1,0,0
00995,GUÉRA,1,1,0,0,1,1,1,0
00996,GUÉRA,1,1,1,0,1,0,1,1
00997,GUÉRA,0,0,0,0,0,0,0,0
00998,GUÉRA,0,0,0,0,0,1,0,0
00999,GUÉRA,1,0,0,0,0,0,0,1
01000,GUERA,0,0,0,0,0,0,0,0
01001,GUÉRA,0,1,0,0,1,0,0,0
01002,GUÉRA,0,1,0,0,0,1,0,1
01003,GUÉRA,1,0,0,0,0,0,0,0
01004,GUÉRA,1,1,0,0,0,1,0,1
01005,GUÉRA,0,1,0,0,0,1,0,0
01006,GUÉRA,1,1,0,0,0,0,1,0
01007,GUÉRA,0,1,0,0,0,0,1,1
01008,HADJER_LAMIS,0,0,0,0,0,0,0,1
01009,HADJER_LAMIS,0,1,0,0,0,0,0,0
01010,HADJER_LAMIS,0,0,0,1,1,0,0,0
01011,HADJER_LAMIS,0,1,1,0,0,1,0,1
01012,HADJER_LAMIS,0,1,0,1,1,0,1,0
01013,HADJER_LAMIS,0,0,0,1,0,0,0,0
01014,HADJER_LAMIS,0,1,0,0,1,0,0,0
01015,HADJER_LAMIS,0,1,0,1,0,1,0,0
01016,HADJER_LAMIS,0,1,0,1,0,1,0,1
01017,HADJER_LAMIS,0,1,1,1,0,1,1,1
01018,HADJER_LAMIS,1,0,0,0,0,0,0,0
01019,HADJER_LAMIS,0,1,0,0,0,1,0,1
01020,HADJER_LAMIS,1,0,0,0,1,0,0,0
01021,HADJER_LAMIS,0,0,0,0,0,0,0,0
01022,HADJER_LAMIS,1,1,0,0,0,1,0,0
01023,HADJER_LAMIS,0,1,0,0,0,1,0,1
01024,HADJER_LAMIS,0,0,0,0,0,0,0,0
01025,HADJER_LAMIS,1,0,0,0,1,1,0,1
01026,HADJER_LAMIS,1,0,0,0,0,0,0,0
01027,HADJER_LAMIS,1,1,0,0,0,0,0,0
01028,HADJER_LAMIS,1,1,0,0,0,0,0,1
01029,HADJER_LAMIS,0,1,0,0,0,0,1,0
01030,HADJER_LAMIS,0,0,0,0,0,0,0,1
01031,HADJER_LAMIS,1,0,0,0,0,0,0,0
01032,HADJER_LAMIS,0,1,0,0,0,0,0,0
01033,HADJER_LAMIS,0,1,0,0,0,0,0,0
01034,HADJER_LAMIS,0,1,1,1,0,1,0,0
01035,HADJER_LAMIS,1,0,0,0,1,0,0,0
01036,HADJER_LAMIS,1,0,0,1,0,0,0,0
01037,HADJER_LAMIS,1,1,0,0,0,1,0,0
01038,HADJER_LAMIS,1,0,0,0,0,0,1,1
01039,HADJER_LAMIS,1,0,0,1,0,1,0,1
01040,HADJER_LAMIS,0,0,0,0,0,0,0,0
01041,HADJER_LAMIS,0,1,0,0,0,1,0,1
01042,HADJER_LAMIS,1,1,0,0,1,0,0,0
01043,HADJER_LAMIS,0,0,0,0,0,0,0,1
01044,HADJER_LAMIS,0,1,0,0,1,1,0,0
01045,HADJER_LAMIS,1,1,1,0,0,0,0,1
01046,HADJER_LAMIS,0,1,0,1,0,0,0,0
01047,HADJER_LAMIS,1,0,0,0,0,0,0,0
01048,HADJER_LAMIS,0,1,1,0,1,1,0,1
01049,HADJER_LAMIS,0,1,0,0,0,0,0,0
01050,HADJER_LAMIS,0,1,0,0,0,0,0,1
01051,HADJER_LAMIS,1,0,0,0,0,0,0,0
01052,HADJER_LAMIS,0,1,1,0,1,1,0,0
01053,HADJER_LAMIS,0,0,0,0,0,0,0,1
01054,HADJER_LAMIS,0,0,0,0,0,1,0,0
01055,HADJER_LAMIS,1,1,1,0,1,0,0,0
01056,HADJER_LAMIS,0,1,1,0,0,0,1,0
01057,HADJER_LAMIS,1,1,0,0,0,1,1,0
01058,HADJER_LAMIS,0,1,1,0,0,0,0,0
01059,HADJER_LAMIS,0,1,0,1,0,1,0,0
01060,HADJER_LAMIS,1,0,0,0,1,0,0,1
01061,HADJER_LAMIS,0,0,0,0,0,0,0,1
01062,HADJER_LAMIS,0,0,0,1,0,1,0,0
01063,HADJER_LAMIS,0,0,1,0,1,0,0,0
01064,HADJER_LAMIS,0,0,0,0,0,1,0,1
01065,HADJER_LAMIS,0,0,0,0,0,0,0,0
01066,HADJER_LAMIS,0,0,0,1,1,0,0,0
01067,HADJER_LAMIS,0,1,0,0,0,1,0,0
01068,HADJER_LAMIS,0,1,0,0,1,1,0,1
01069,HADJER_LAMIS,0,1,0,0,1,0,1,1
01070,HADJER_LAMIS,0,1,0,0,0,0,0,0
01071,HADJER_LAMIS,0,1,0,0,1,0,1,1
01072,HADJER_LAMIS,1,1,1,0,0,1,1,0
01073,HADJER_LAMIS,0,1,0,0,0,0,0,0
01074,HADJER_LAMIS,1,0,0,1,0,1,0,0
01075,HADJER_LAMIS,0,1,0,0,0,0,0,1
01076,HADJER_LAMIS,0,0,0,0,0,0,0,0
01077,HADJER_LAMIS,0,1,0,0,1,0,0,0
01078,HADJER_LAMIS,0,1,0,0,1,1,1,1
01079,HADJER_LAMIS,0,1,0,1,1,1,1,0
01080,HADJER_LAMIS,1,0,0,0,0,1,0,0
01081,HADJER_LAMIS,0,1,0,0,0,1,0,0
01082,HADJER_LAMIS,1,0,0,0,0,1,0,0
01083,HADJER_LAMIS,0,1,0,0,0,0,0,0
01084,HADJER_LAMIS,0,1,0,0,1,0,0,1
01085,HADJER_LAMIS,1,0,0,0,0,0,0,0
01086,HADJER_LAMIS,1,0,0,0,0,0,0,0
01087,HADJER_LAMIS,1,1,1,0,0,1,0,0
01088,HADJER_LAMIS,1,0,0,0,0,0,0,0
01089,HADJER_LAMIS,1,0,0,0,0,0,0,0
01090,HADJER_LAMIS,0,0,0,0,0,0,0,0
01091,HADJER_LAMIS,0,1,0,0,0,0,0,0
01092,HADJER_LAMIS,0,1,0,0,0,1,0,1
01093,HADJER_LAMIS,0,0,0,0,0,0,0,0
01094,HADJER_LAMIS,1,1,1,0,1,0,0,0
01095,HADJER_LAMIS,0,1,0,0,1,0,0,0
01096,HADJER_LAMIS,0,1,0,0,0,1,0,1
01097,HADJER_LAMIS,1,1,0,0,0,1,0,0
01098,HADJER_LAMIS,1,1,1,0,0,1,1,0
01099,HADJER_LAMIS,0,0,0,0,0,0,0,0
01100,HADJER_LAMIS,0,0,1,0,0,0,0,0
01101,HADJER_LAMIS,0,1,0,0,1,0,0,0
01102,HADJER_LAMIS,1,1,0,0,0,1,0,0
01103,HADJER_LAMIS,1,0,1,0,0,1,0,0
01104,HADJER_LAMIS,1,0,0,0,0,1,1,0
01105,HADJER_LAMIS,1,0,1,0,0,0,0,0
01106,HADJER_LAMIS,0,1,1,0,0,0,0,1
01107,HADJER_LAMIS,1,1,1,0,1,0,0,1
01108,HADJER_LAMIS,1,0,0,0,0,0,0,0
01109,HADJER_LAMIS,0,1,0,0,1,1,0,0
01110,HADJER_LAMIS,0,0,1,0,0,0,0,1
01111,HADJER_LAMIS,0,0,0,0,0,0,0,0
01112,HADJER_LAMIS,1,0,0,0,0,0,0,0
01113,HADJER_LAMIS,0,0,0,0,0,0,0,0
01114,HADJER_LAMIS,0,1,0,0,0,0,0,0
01115,HADJER_LAMIS,1,0,0,0,0,1,0,1
01116,HADJER_LAMIS,0,1,0,1,0,1,0,1
01117,HADJER_LAMIS,0,0,0,0,0,0,0,0
01118,HADJER_LAMIS,0,0,0,0,0,1,0,0
01119,HADJER_LAMIS,1,0,1,0,0,1,0,1
01120,HADJER_LAMIS,0,0,0,0,0,1,0,0
01121,HADJER_LAMIS,1,0,0,0,0,0,0,1
01122,HADJER_LAMIS,1,0,1,0,0,1,1,1
01123,HADJER_LAMIS,0,0,0,0,1,0,0,0
01124,HADJER_LAMIS,0,1,0,0,0,1,0,1
01125,HADJER_LAMIS,0,1,0,0,0,1,0,1
01126,HADJER_LAMIS,1,1,0,0,0,1,0,0
01127,HADJER_LAMIS,0,1,0,0,1,0,1,0
01128,HADJER_LAMIS,1,1,0,0,0,0,0,1
01129,HADJER_LAMIS,0,0,1,0,0,0,0,0
01130,HADJER_LAMIS,0,1,0,0,0,0,0,0
01131,HADJER_LAMIS,0,0,0,0,0,0,0,0
01132,HADJER_LAMIS,0,0,0,0,0,0,0,1
01133,HADJER_LAMIS,1,1,0,0,0,1,0,1
01134,HADJER_LAMIS,1,0,0,0,0,1,0,0
01135,HADJER_LAMIS,0,1,0,0,0,0,0,1
01136,HADJER_LAMIS,1,0,0,0,0,0,0,0
01137,HADJER_LAMIS,0,1,1,0,1,1,0,0
01138,HADJER_LAMIS,0,1,0,0,1,0,0,0
01139,HADJER_LAMIS,0,1,1,0,1,0,0,0
01140,HADJER_LAMIS,0,1,0,1,0,0,0,0
01141,HADJER_LAMIS,0,1,1,0,0,1,0,1
01142,HADJER_LAMIS,1,0,0,1,0,1,1,1
01143,HADJER_LAMIS,0,1,0,1,0,0,0,1
01144,HADJER_LAMIS,0,0,0,0,0,1,0,0
01145,HADJER_LAMIS,0,0,0,0,1,1,0,0
01146,HADJER_LAMIS,0,1,0,0,0,0,0,0
01147,HADJER_LAMIS,1,1,0,0,0,1,1,1
01148,HADJER_LAMIS,1,1,0,0,1,1,1,1
01149,HADJER_LAMIS,1,1,0,1,0,1,0,1
01150,HADJER_LAMIS,1,0,0,0,0,0,0,0
01151,HADJER_LAMIS,1,1,0,0,0,1,0,1
01152,HADJER_LAMIS,0,0,1,0,0,0,0,1
01153,HADJER_LAMIS,0,1,0,0,0,0,0,1
01154,HADJER_LAMIS,0,1,1,0,1,1,0,0
01155,HADJER_LAMIS,1,0,0,0,0,0,0,0
01156,HADJER_LAMIS,1,1,0,0,1,0,0,0
01157,HADJER_LAMIS,1,1,0,0,0,0,1,1
01158,HADJER_LAMIS,1,0,0,0,1,0,0,0
01159,HADJER_LAMIS,0,0,0,0,0,1,0,0
01160,HADJER_LAMIS,1,1,0,0,0,0,0,0
01161,HADJER_LAMIS,0,0,0,0,0,0,0,0
01162,KANEM,1,0,0,0,0,0,0,0
01163,KANEM,0,1,0,0,0,0,0,0
01164,KANEM,0,0,1,0,0,0,0,0
01165,KANEM,0,0,0,0,0,1,0,0
01166,KANEM,1,0,0,1,1,0,1,0
01167,KANEM,0,0,0,0,0,0,0,0
01168,KANEM,0,1,0,0,0,1,1,0
01169,KANEM,0,0,0,0,0,0,0,0
01170,KANEM,0,1,1,0,0,1,0,1
01171,KANEM,0,0,0,0,0,0,0,0
01172,KANEM,0,1,0,0,0,0,0,0
01173,KANEM,0,1,0,0,0,1,0,0
01174,KANEM,0,1,0,0,0,1,0,1
01175,KANEM,0,1,0,0,0,0,0,1
01176,KANEM,1,1,1,0,1,0,0,0
01177,KANEM,0,1,0,0,0,0,1,0
01178,KANEM,0,0,0,1,0,1,0,0
01179,KANEM,0,0,0,0,0,0,0,0
01180,KANEM,0,1,0,0,0,1,0,1
01181,KANEM,1,1,0,0,1,0,0,0
01182,KANEM,0,1,0,1,0,0,0,1
01183,KANEM,0,1,0,0,1,0,0,0
01184,KANEM,0,1,0,1,0,0,1,0
01185,KANEM,0,0,0,0,0,0,0,0
01186,KANEM,1,1,0,1,0,0,0,0
01187,KANEM,1,1,0,0,1,1,0,1
01188,KANEM,1,0,0,0,0,1,0,1
01189,KANEM,0,1,0,1,1,0,0,1
01190,KANEM,0,1,0,0,1,1,0,0
01191,KANEM,0,0,0,0,0,0,0,0
01192,KANEM,0,0,0,0,0,0,0,1
01193,KANEM,0,1,0,0,0,0,0,0
01194,KANEM,0,0,0,0,0,0,0,0
01195,KANEM,1,1,0,0,0,1,0,0
01196,KANEM,0,1,0,1,1,0,1,0
01197,KANEM,0,0,0,0,1,0,0,0
01198,KANEM,0,1,1,0,0,0,0,1
01199,KANEM,1,1,0,0,0,0,1,0
01200,KANEM,0,0,0,1,0,0,0,1
01201,KANEM,0,1,0,0,0,1,0,1
01202,KANEM,0,1,0,0,0,0,0,0
01203,KANEM,1,1,0,0,0,0,0,0
01204,KANEM,0,0,1,0,0,0,0,0
01205,KANEM,0,1,0,1,1,0,0,0
01206,KANEM,0,0,0,0,0,0,0,0
01207,KANEM,0,1,0,0,1,1,0,0
01208,KANEM,0,0,1,1,1,0,0,0
01209,KANEM,0,1,0,0,0,1,0,0
01210,KANEM,0,1,0,0,0,0,0,0
01211,KANEM,0,1,0,0,1,0,0,1
01212,KANEM,1,1,1,1,1,1,1,0
01213,KANEM,0,1,1,0,0,0,1,0
01214,KANEM,0,0,0,0,1,0,0,0
01215,KANEM,0,1,0,0,1,1,1,0
01216,KANEM,0,0,0,1,0,1,0,0
01217,KANEM,0,1,0,0,0,0,0,0
01218,KANEM,0,1,0,0,1,0,1,1
01219,KANEM,0,1,1,0,0,1,0,0
01220,KANEM,0,1,1,0,0,1,0,0
01221,KANEM,0,1,1,0,0,1,0,0
01222,KANEM,0,1,1,0,1,1,0,0
01223,KANEM,0,1,0,0,1,1,1,0
01224,KANEM,0,1,0,0,0,0,0,0
01225,KANEM,1,1,0,0,0,1,0,0
01226,KANEM,0,1,0,1,0,1,0,1
01227,KANEM,0,1,0,0,0,1,0,0
01228,KANEM,1,1,0,1,1,1,0,1
01229,KANEM,0,1,0,0,0,0,0,1
01230,KANEM,1,1,0,0,0,0,0,1
01231,KANEM,0,1,0,0,0,0,0,0
01232,KANEM,0,0,1,1,0,0,0,0
01233,KANEM,0,1,0,0,0,1,1,1
01234,KANEM,0,1,0,0,0,1,0,0
01235,KANEM,1,1,0,0,0,0,1,0
01236,KANEM,0,0,0,0,0,1,0,0
01237,KANEM,0,0,0,0,0,0,0,0
01238,KANEM,0,1,1,0,1,0,0,0
01239,KANEM,0,1,1,0,1,1,1,1
01240,KANEM,0,0,0,0,0,0,0,0
01241,KANEM,1,1,0,0,1,1,1,0
01242,KANEM,0,1,0,1,0,0,0,0
01243,KANEM,0,0,0,0,0,0,0,0
01244,KANEM,0,1,0,0,0,0,0,0
01245,KANEM,0,1,0,0,0,0,0,0
01246,KANEM,0,0,0,0,0,1,0,0
01247,KANEM,1,1,0,0,1,1,1,0
01248,KANEM,0,1,0,0,1,1,0,0
01249,KANEM,1,0,0,0,0,1,0,1
01250,KANEM,0,1,1,0,0,0,0,1
01251,KANEM,0,0,0,0,0,0,0,0
01252,KANEM,0,0,0,0,0,0,0,0
01253,KANEM,0,1,0,0,1,1,0,0
01254,KANEM,1,0,0,0,0,0,0,1
01255,KANEM,0,1,0,0,0,0,0,1
01256,KANEM,0,1,1,0,0,0,0,1
01257,KANEM,0,0,0,0,0,0,0,0
01258,KANEM,0,0,0,1,0,0,0,0
01259,KANEM,1,1,0,0,0,1,0,1
01260,KANEM,1,1,0,0,0,0,0,0
01261,KANEM,1,0,0,0,0,0,0,1
01262,KANEM,1,0,0,0,0,1,1,0
01263,KANEM,0,1,0,1,0,1,0,0
01264,KANEM,1,1,0,0,0,1,0,0
01265,KANEM,1,0,0,0,0,0,0,0
01266,KANEM,1,1,0,0,1,1,0,0
01267,KANEM,0,1,0,0,0,0,0,0
01268,KANEM,1,1,0,0,0,0,0,0
01269,KANEM,1,0,1,0,0,1,0,0
01270,KANEM,1,1,0,0,1,1,0,1
01271,KANEM,1,1,0,0,1,1,0,0
01272,KANEM,0,1,0,0,1,1,0,0
01273,KANEM,1,0,0,0,0,1,0,1
01274,KANEM,1,1,0,0,0,0,1,1
01275,KANEM,0,0,0,0,0,0,0,0
01276,KANEM,1,1,1,0,0,1,0,0
01277,KANEM,1,0,0,0,0,0,0,0
01278,KANEM,1,0,0,0,1,0,0,0
01279,KANEM,1,1,0,0,0,0,0,0
01280,KANEM,0,0,1,1,0,1,0,0
01281,KANEM,1,0,0,0,0,1,0,0
01282,KANEM,0,0,0,0,0,0,0,0
01283,KANEM,0,1,0,0,0,0,0,0
01284,KANEM,0,1,0,0,0,0,1,0
01285,KANEM,1,1,0,1,1,1,1,1
01286,KANEM,1,0,1,1,0,1,1,1
01287,KANEM,0,1,0,0,0,0,0,0
01288,KANEM,0,1,0,0,1,0,0,0
01289,KANEM,0,0,1,0,0,0,0,0
01290,KANEM,0,1,0,0,0,1,0,0
01291,KANEM,0,1,0,1,0,0,0,0
01292,KANEM,0,0,1,0,0,1,0,1
01293,KANEM,1,1,1,1,0,1,0,1
01294,KANEM,1,0,0,0,0,0,0,0
01295,KANEM,1,1,0,0,1,0,1,0
01296,KANEM,1,1,0,1,0,0,1,1
01297,KANEM,0,1,0,0,0,1,0,0
01298,KANEM,1,1,0,1,1,1,0,1
01299,KANEM,1,0,0,0,0,0,0,1
01300,KANEM,0,1,0,0,0,0,0,1
01301,KANEM,0,1,1,0,0,0,0,0
01302,KANEM,0,1,0,0,0,1,0,0
01303,KANEM,0,1,0,0,0,1,0,0
01304,KANEM,0,1,0,0,1,0,1,1
01305,KANEM,0,0,0,0,0,0,0,0
01306,KANEM,0,0,0,0,0,1,0,1
01307,KANEM,1,0,0,0,0,0,0,0
01308,KANEM,0,1,1,0,0,1,0,0
01309,KANEM,1,1,0,0,1,1,0,1
01310,KANEM,1,1,0,1,0,1,0,1
01311,KANEM,0,1,1,0,1,1,0,1
01312,KANEM,1,0,1,1,0,1,0,1
01313,KANEM,1,1,0,0,1,0,1,1
01314,KANEM,0,0,1,0,1,1,1,1
01315,KANEM,0,0,0,0,0,0,0,0
01316,KANEM,1,1,1,1,0,1,1,1
01317,KANEM,0,1,1,0,1,1,0,1
01318,KANEM,0,0,0,0,0,0,0,0
01319,KANEM,1,0,0,0,0,0,0,0
01320,KANEM,1,1,0,1,0,0,0,0
01321,KANEM,1,1,0,0,0,0,0,0
01322,KANEM,0,0,0,0,0,0,0,1
01323,KANEM,0,1,0,0,1,0,1,1
01324,KANEM,0,1,0,0,0,1,0,0
01325,KANEM,0,1,0,0,0,0,0,0
01326,KANEM,0,1,0,0,0,0,0,1
01327,KANEM,0,1,0,0,0,0,0,0
01328,KANEM,1,1,0,0,0,0,0,0
01329,KANEM,1,0,0,0,0,0,0,1
01330,KANEM,1,0,0,0,0,0,0,0
01331,KANEM,1,0,0,0,1,0,0,0
01332,LAC,0,0,0,0,0,0,1,0
01333,LAC,0,1,0,0,0,0,0,1
01334,LAC,0,1,0,0,0,0,1,0
01335,LAC,0,1,0,0,1,1,0,0
01336,LAC,0,0,1,0,1,1,0,0
01337,LAC,0,1,1,0,0,0,1,1
01338,LAC,0,0,0,0,0,0,0,0
01339,LAC,0,1,0,0,0,0,0,0
01340,LAC,0,1,1,0,0,0,0,0
01341,LAC,0,1,0,0,0,0,0,1
01342,LAC,1,0,0,0,0,1,0,0
01343,LAC,0,1,1,0,0,1,0,1
01344,LAC,0,0,1,1,0,0,0,1
01345,LAC,0,1,1,1,1,1,1,0
01346,LAC,0,1,1,0,1,1,0,1
01347,LAC,0,0,1,0,1,0,0,1
01348,LAC,1,0,0,0,0,0,0,0
01349,LAC,0,1,1,1,1,0,1,0
01350,LAC,0,0,1,0,0,0,0,1
01351,LAC,0,1,0,0,1,1,0,0
01352,LAC,0,1,0,0,0,0,0,0
01353,LAC,1,1,1,0,0,0,1,1
01354,LAC,1,1,1,0,0,1,0,1
01355,LAC,0,1,1,0,1,0,0,0
01356,LAC,0,1,0,0,1,1,1,0
01357,LAC,0,0,1,0,0,0,0,0
01358,LAC,0,1,1,0,0,1,0,0
01359,LAC,1,1,0,0,0,0,0,0
01360,LAC,0,0,0,0,0,0,0,0
01361,LAC,0,0,1,0,0,0,0,0
01362,LAC,0,0,0,0,0,0,0,0
01363,LAC,1,0,0,0,0,1,1,0
01364,LAC,1,1,0,0,1,1,1,0
01365,LAC,0,0,0,0,0,0,0,1
01366,LAC,0,0,0,0,0,1,0,0
01367,LAC,0,0,1,0,0,0,0,0
01368,LAC,0,0,1,0,0,1,0,1
01369,LAC,0,1,1,0,0,0,0,0
01370,LAC,0,0,0,0,0,1,0,1
01371,LAC,0,1,0,0,0,0,0,1
01372,LAC,0,1,1,0,0,0,0,0
01373,LAC,0,0,0,0,0,0,0,0
01374,LAC,1,1,0,0,0,1,0,0
01375,LAC,0,1,1,0,0,0,0,1
01376,LAC,0,1,0,0,0,0,0,0
01377,LAC,1,1,0,1,1,1,0,0
01378,LAC,0,1,1,0,0,0,0,0
01379,LAC,0,0,0,1,1,0,0,1
01380,LAC,1,1,1,0,1,1,0,0
01381,LAC,0,0,0,0,0,0,0,0
01382,LAC,0,1,0,0,1,0,0,1
01383,LAC,1,1,0,1,0,1,1,0
01384,LAC,0,1,0,0,0,0,1,1
01385,LAC,0,1,0,0,0,0,0,0
01386,LAC,0,1,0,0,0,1,0,0
01387,LAC,0,1,0,1,1,0,0,0
01388,LAC,0,1,1,0,1,0,0,1
01389,LAC,0,0,1,0,0,0,0,1
01390,LAC,0,1,0,0,1,1,0,0
01391,LAC,0,1,0,0,1,0,0,1
01392,LAC,0,0,0,1,0,0,0,1
01393,LAC,0,0,0,0,0,0,0,0
01394,LAC,0,0,0,1,0,0,0,1
01395,LAC,0,1,0,0,0,0,0,0
01396,LAC,0,1,0,0,1,1,0,0
01397,LAC,0,1,0,0,1,0,0,0
01398,LAC,1,1,1,0,1,1,0,0
01399,LAC,0,1,1,0,1,1,0,0
01400,LAC,0,0,0,1,0,0,0,0
01401,LAC,1,1,0,1,0,0,0,1
01402,LAC,0,0,0,0,0,0,0,0
01403,LAC,0,1,0,0,0,1,0,1
01404,LAC,1,1,1,0,1,1,0,1
01405,LAC,1,1,1,1,1,1,0,1
01406,LAC,0,0,1,1,0,1,0,1
01407,LAC,0,1,1,1,0,1,0,0
01408,LAC,0,0,1,0,0,0,1,0
01409,LAC,0,1,0,0,0,0,1,0
01410,LAC,0,0,1,0,0,1,0,0
01411,LAC,0,1,1,0,1,0,0,0
01412,LAC,0,1,1,0,0,1,1,0
01413,LAC,0,1,1,0,0,0,0,1
01414,LAC,0,0,0,1,1,0,0,0
01415,LAC,0,1,0,0,0,0,0,0
01416,LAC,0,0,1,0,0,0,0,0
01417,LAC,0,1,0,0,0,0,0,0
01418,LAC,0,0,1,0,0,1,0,0
01419,LAC,0,1,0,0,1,0,1,0
01420,LAC,0,0,1,0,1,0,0,0
01421,LAC,0,1,0,0,0,0,0,1
01422,LAC,0,1,1,0,0,0,1,1
01423,LAC,0,1,0,0,0,0,1,0
01424,LAC,1,0,1,0,0,1,0,1
01425,LAC,0,0,1,0,1,1,0,0
01426,LAC,0,0,1,1,1,1,0,1
01427,LAC,1,0,1,0,0,0,1,0
01428,LAC,1,1,1,1,1,1,1,1
01429,LAC,1,1,1,0,0,1,1,0
01430,LAC,0,0,1,0,0,0,0,0
01431,LAC,0,1,1,0,1,0,1,0
01432,LAC,0,0,1,0,0,1,0,0
01433,LAC,0,1,1,0,0,1,0,0
01434,LAC,0,0,0,1,0,0,0,0
01435,LAC,1,1,1,0,1,0,1,1
01436,LAC,0,1,1,0,1,1,0,1
01437,LAC,1,1,1,0,0,0,0,0
01438,LAC,0,1,0,0,0,1,1,1
01439,LAC,1,1,0,1,0,1,1,0
01440,LAC,1,1,1,0,0,0,1,1
01441,LAC,0,1,0,0,0,0,0,0
01442,LAC,0,0,0,0,0,0,0,0
01443,LAC,0,1,0,0,0,1,1,0
01444,LAC,0,0,0,0,0,0,0,1
01445,LAC,0,1,0,0,0,0,0,0
01446,LAC,0,1,1,1,0,1,1,0
01447,LAC,1,1,0,1,1,0,0,0
01448,LAC,0,1,1,0,1,1,0,0
01449,LAC,0,0,0,0,0,0,0,0
01450,LAC,0,1,0,0,0,0,1,0
01451,LAC,0,1,0,0,0,0,0,0
01452,LAC,1,1,0,0,0,0,1,0
01453,LAC,1,1,1,1,1,1,1,1
01454,LAC,0,1,0,0,0,0,0,0
01455,LAC,0,1,1,1,0,1,0,0
01456,LAC,0,0,0,1,0,0,0,0
01457,LAC,1,0,0,0,0,0,0,1
01458,LAC,0,0,0,0,0,0,0,1
01459,LAC,0,0,1,1,0,0,0,0
01460,LAC,1,1,0,0,0,0,0,1
01461,LAC,0,1,1,0,1,1,1,0
01462,LAC,1,1,1,0,0,1,0,0
01463,LAC,0,1,1,0,1,0,0,0
01464,LAC,0,0,0,1,0,1,1,1
01465,LAC,0,1,1,0,0,0,1,0
01466,LAC,1,0,0,0,0,1,0,0
01467,LAC,1,1,1,0,1,1,0,0
01468,LAC,0,1,0,0,0,1,1,1
01469,LAC,1,1,1,1,1,1,1,1
01470,LAC,0,0,0,0,0,0,0,0
01471,LAC,0,1,1,0,0,1,0,1
01472,LAC,1,1,1,0,1,1,0,1
01473,LAC,0,1,0,0,0,1,0,0
01474,LAC,0,1,1,1,0,0,0,1
01475,LAC,0,1,1,0,1,0,0,0
01476,LAC,1,1,1,0,0,0,0,0
01477,LAC,1,1,0,0,1,0,1,1
01478,LAC,1,1,1,1,1,1,1,1
01479,LAC,0,0,0,0,0,0,0,0
01480,LAC,1,1,0,0,0,1,0,0
01481,LAC,0,1,0,0,0,0,0,0
01482,LAC,0,1,1,0,0,0,1,0
01483,LAC,1,0,1,0,1,0,0,0
01484,LAC,1,1,0,1,0,1,0,0
01485,LAC,1,1,0,0,0,1,1,0
01486,LAC,0,0,1,1,0,0,1,0
01487,LAC,0,1,0,0,0,0,0,0
01488,LAC,1,0,0,0,1,0,0,0
01489,LAC,0,0,1,0,0,1,0,1
01490,LAC,0,1,1,0,0,1,0,1
01491,LAC,1,0,0,0,0,0,0,1
01492,LAC,1,0,1,1,0,1,0,1
01493,LAC,0,0,1,0,0,0,0,0
01494,LAC,0,1,0,0,0,0,0,1
01495,LAC,0,1,0,0,0,0,1,0
01496,LAC,0,0,0,0,0,0,0,0
01497,LAC,1,1,0,0,0,1,0,0
01498,LAC,0,0,0,0,0,0,0,0
01499,LAC,1,0,1,1,1,1,0,1
01500,LAC,1,1,0,0,0,1,0,1
01501,LAC,0,1,0,0,1,0,0,0
01502,LAC,0,1,0,1,0,0,0,0
01503,LAC,0,0,1,0,0,0,0,0
01504,LAC,1,1,0,0,0,1,0,1
01505,LAC,0,1,1,0,1,1,0,0
01506,LAC,0,0,1,1,0,0,0,1
01507,LAC,0,0,0,0,0,0,0,1
01508,LAC,1,0,0,0,0,0,0,0
01509,LAC,1,0,0,0,0,1,0,1
01510,LAC,1,0,0,0,1,0,0,1
01511,LAC,0,0,1,0,1,1,0,0
01512,LAC,0,0,1,0,0,1,0,0
01513,LAC,1,1,1,1,1,1,0,1
01514,LAC,1,0,0,0,0,0,0,0
01515,LAC,0,1,1,1,1,1,0,1
01516,LAC,1,0,1,1,0,1,0,0
01517,LAC,1,0,0,0,0,0,0,0
01518,LAC,1,1,0,1,1,0,0,1
01519,LAC,0,1,0,0,0,0,0,1
01520,LAC,0,1,0,1,0,0,0,0
01521,LAC,0,1,1,0,0,1,0,0
01522,LAC,1,1,0,0,0,1,0,1
01523,LAC,1,0,0,0,0,0,0,0
01524,LAC,1,1,1,1,1,1,0,0
01525,LAC,0,0,0,0,0,0,0,0
01526,LAC,1,1,1,0,0,1,0,1
01527,LAC,0,1,0,0,0,1,0,1
01528,LAC,1,1,1,0,0,0,1,1
01529,LAC,0,1,0,0,1,0,1,0
01530,LOGONE_OCCIDENTAL,1,0,0,0,0,0,0,0
01531,LOGONE_OCCIDENTAL,0,1,0,0,0,0,0,0
01532,LOGONE_OCCIDENTAL,0,0,0,1,0,0,0,1
01533,LOGONE_OCCIDENTAL,0,1,0,0,0,1,0,0
01534,LOGONE_OCCIDENTAL,0,1,0,0,0,1,0,1
01535,LOGONE_OCCIDENTAL,0,0,0,0,0,0,0,0
